sentiment,sentence_stemmed,sentence_stemmed_str
1,"['great', 'food', 'price', 'high', 'qualiti', 'hous', 'made']",great food price high qualiti hous made
0,"['bu', 'boy', 'hand', 'rude']",bu boy hand rude
0,"['point', 'friend', 'basic', 'figur', 'place', 'joke', 'didnt', 'mind', 'make', 'publicli', 'loudli', 'known']",point friend basic figur place joke didnt mind make publicli loudli known
1,"['back', 'good', 'bbq', 'lighter', 'fare', 'reason', 'price', 'tell', 'public', 'back', 'old', 'way']",back good bbq lighter fare reason price tell public back old way
1,"['consid', 'two', 'us', 'left', 'full', 'happi', 'cant', 'go', 'wrong']",consid two us left full happi cant go wrong
1,"['bread', 'made', 'inhous']",bread made inhous
0,"['downsid', 'servic']",downsid servic
0,"['also', 'fri', 'without', 'doubt', 'worst', 'fri', 'ive', 'ever']",also fri without doubt worst fri ive ever
1,"['servic', 'except', 'food', 'good', 'review']",servic except food good review
1,"['coupl', 'month', 'later', 'return', 'amaz', 'meal']",coupl month later return amaz meal
1,"['favorit', 'place', 'town', 'shawarrrrrrma']",favorit place town shawarrrrrrma
1,"['black', 'eye', 'pea', 'sweet', 'potato', 'unreal']",black eye pea sweet potato unreal
1,"['wont', 'disappoint']",wont disappoint
1,"['could', 'serv', 'vinaigrett', 'may', 'make', 'better', 'overal', 'dish', 'still', 'good']",could serv vinaigrett may make better overal dish still good
0,"['go', 'far', 'mani', 'place', 'ive', 'never', 'seen', 'restaur', 'serv', 'egg', 'breakfast', 'especi']",go far mani place ive never seen restaur serv egg breakfast especi
0,"['mom', 'got', 'home', 'immedi', 'got', 'sick', 'bite', 'salad']",mom got home immedi got sick bite salad
0,"['server', 'pleasant', 'deal', 'dont', 'alway', 'honor', 'pizza', 'hut', 'coupon']",server pleasant deal dont alway honor pizza hut coupon
1,"['truli', 'unbeliev', 'good', 'glad', 'went', 'back']",truli unbeliev good glad went back
1,"['fantast', 'servic', 'pleas', 'atmospher']",fantast servic pleas atmospher
0,"['everyth', 'gross']",everyth gross
1,"['love', 'place']",love place
1,"['great', 'servic', 'food']",great servic food
0,"['first', 'bathroom', 'locat', 'dirti', 'seat', 'cover', 'replenish', 'plain', 'yucki']",first bathroom locat dirti seat cover replenish plain yucki
0,"['burger', 'got', 'gold', 'standard', 'burger', 'kind', 'disappoint']",burger got gold standard burger kind disappoint
1,"['omg', 'food', 'delicioso']",omg food delicioso
0,"['noth', 'authent', 'place']",noth authent place
0,"['spaghetti', 'noth', 'special', 'whatsoev']",spaghetti noth special whatsoev
1,"['dish', 'salmon', 'best', 'great']",dish salmon best great
1,"['veget', 'fresh', 'sauc', 'feel', 'like', 'authent', 'thai']",veget fresh sauc feel like authent thai
1,"['worth', 'drive', 'tucson']",worth drive tucson
0,"['select', 'probabl', 'worst', 'ive', 'seen', 'vegasther', 'none']",select probabl worst ive seen vegasther none
1,"['pretti', 'good', 'beer', 'select']",pretti good beer select
1,"['place', 'like', 'chipotl', 'better']",place like chipotl better
1,"['classywarm', 'atmospher', 'fun', 'fresh', 'appet', 'succul', 'steak', 'basebal', 'steak']",classywarm atmospher fun fresh appet succul steak basebal steak
1,"['star', 'brick', 'oven', 'bread', 'app']",star brick oven bread app
1,"['eaten', 'multipl', 'time', 'time', 'food', 'delici']",eaten multipl time time food delici
0,"['sat', 'anoth', 'ten', 'minut', 'final', 'gave', 'left']",sat anoth ten minut final gave left
0,['terribl'],terribl
1,"['everyon', 'treat', 'equal', 'special']",everyon treat equal special
0,"['shouldnt', 'take', 'min', 'pancak', 'egg']",shouldnt take min pancak egg
1,['delici'],delici
1,"['good', 'side', 'staff', 'genuin', 'pleasant', 'enthusiast', 'real', 'treat']",good side staff genuin pleasant enthusiast real treat
0,"['sadli', 'gordon', 'ramsey', 'steak', 'place', 'shall', 'sharpli', 'avoid', 'next', 'trip', 'vega']",sadli gordon ramsey steak place shall sharpli avoid next trip vega
1,"['alway', 'even', 'wonder', 'food', 'delici']",alway even wonder food delici
1,"['best', 'fish', 'ive', 'ever', 'life']",best fish ive ever life
1,"['bathroom', 'next', 'door', 'nice']",bathroom next door nice
0,"['buffet', 'small', 'food', 'offer', 'bland']",buffet small food offer bland
1,"['outstand', 'littl', 'restaur', 'best', 'food', 'ever', 'tast']",outstand littl restaur best food ever tast
1,"['pretti', 'cool', 'would', 'say']",pretti cool would say
0,"['definit', 'turn', 'doubt', 'ill', 'back', 'unless', 'someon', 'els', 'buy']",definit turn doubt ill back unless someon els buy
1,"['server', 'great', 'job', 'handl', 'larg', 'rowdi', 'tabl']",server great job handl larg rowdi tabl
0,"['find', 'wast', 'food', 'despic', 'wasnt', 'food']",find wast food despic wasnt food
0,"['wife', 'lobster', 'bisqu', 'soup', 'lukewarm']",wife lobster bisqu soup lukewarm
1,"['would', 'come', 'back', 'sushi', 'crave', 'vega']",would come back sushi crave vega
1,"['staff', 'great', 'ambianc', 'great']",staff great ambianc great
1,"['deserv', 'star']",deserv star
0,"['left', 'stomach', 'ach', 'felt', 'sick', 'rest', 'day']",left stomach ach felt sick rest day
0,"['drop', 'ball']",drop ball
1,"['dine', 'space', 'tini', 'elegantli', 'decor', 'comfort']",dine space tini elegantli decor comfort
1,"['custom', 'order', 'way', 'youd', 'like', 'usual', 'eggplant', 'green', 'bean', 'stir', 'fri', 'love']",custom order way youd like usual eggplant green bean stir fri love
0,"['bean', 'rice', 'mediocr', 'best']",bean rice mediocr best
1,"['best', 'taco', 'town', 'far']",best taco town far
0,"['took', 'back', 'money', 'got', 'outta']",took back money got outta
1,"['interest', 'part', 'town', 'place', 'amaz']",interest part town place amaz
0,"['rude', 'inconsider', 'manag']",rude inconsider manag
0,"['staff', 'friendli', 'wait', 'time', 'serv', 'horribl', 'one', 'even', 'say', 'hi', 'first', 'minut']",staff friendli wait time serv horribl one even say hi first minut
0,"['wont', 'back']",wont back
1,"['great', 'dinner']",great dinner
1,"['servic', 'outshin', 'definit', 'recommend', 'halibut']",servic outshin definit recommend halibut
0,"['food', 'terribl']",food terribl
0,"['never', 'ever', 'go', 'back', 'told', 'mani', 'peopl', 'happen']",never ever go back told mani peopl happen
0,"['dont', 'recommend', 'unless', 'car', 'break', 'front', 'starv']",dont recommend unless car break front starv
1,"['come', 'back', 'everi', 'time', 'im', 'vega']",come back everi time im vega
0,"['place', 'deserv', 'one', 'star', 'food']",place deserv one star food
0,['disgrac'],disgrac
1,"['def', 'come', 'back', 'bowl', 'next', 'time']",def come back bowl next time
1,"['want', 'healthi', 'authent', 'ethic', 'food', 'tri', 'place']",want healthi authent ethic food tri place
1,"['continu', 'come', 'ladi', 'night', 'andddd', 'date', 'night', 'highli', 'recommend', 'place', 'anyon', 'area']",continu come ladi night andddd date night highli recommend place anyon area
1,"['sever', 'time', 'past', 'experi', 'alway', 'great']",sever time past experi alway great
1,"['walk', 'away', 'stuf', 'happi', 'first', 'vega', 'buffet', 'experi']",walk away stuf happi first vega buffet experi
1,"['servic', 'excel', 'price', 'pretti', 'reason', 'consid', 'vega', 'locat', 'insid', 'crystal', 'shop', 'mall', 'aria']",servic excel price pretti reason consid vega locat insid crystal shop mall aria
1,"['summar', 'food', 'incred', 'nay', 'transcend', 'noth', 'bring', 'joy', 'quit', 'like', 'memori', 'pneumat', 'condiment', 'dispens']",summar food incred nay transcend noth bring joy quit like memori pneumat condiment dispens
0,"['im', 'probabl', 'one', 'peopl', 'ever', 'go', 'ian', 'like']",im probabl one peopl ever go ian like
1,"['kid', 'pizza', 'alway', 'hit', 'lot', 'great', 'side', 'dish', 'option', 'kiddo']",kid pizza alway hit lot great side dish option kiddo
1,"['servic', 'perfect', 'famili', 'atmospher', 'nice', 'see']",servic perfect famili atmospher nice see
1,"['cook', 'perfect', 'servic', 'impecc']",cook perfect servic impecc
0,"['one', 'simpli', 'disappoint']",one simpli disappoint
0,"['overal', 'disappoint', 'qualiti', 'food', 'bouchon']",overal disappoint qualiti food bouchon
0,"['dont', 'account', 'know', 'im', 'get', 'screw']",dont account know im get screw
1,"['great', 'place', 'eat', 'remind', 'littl', 'mom', 'pop', 'shop', 'san', 'francisco', 'bay', 'area']",great place eat remind littl mom pop shop san francisco bay area
1,"['today', 'first', 'tast', 'buldogi', 'gourmet', 'hot', 'dog', 'tell', 'ever', 'thought', 'possibl']",today first tast buldogi gourmet hot dog tell ever thought possibl
0,"['left', 'frustrat']",left frustrat
1,"['ill', 'definit', 'soon']",ill definit soon
1,"['food', 'realli', 'good', 'got', 'full', 'petti', 'fast']",food realli good got full petti fast
1,"['servic', 'fantast']",servic fantast
0,"['total', 'wast', 'time']",total wast time
1,"['dont', 'know', 'kind', 'best', 'ice', 'tea']",dont know kind best ice tea
1,"['come', 'hungri', 'leav', 'happi', 'stuf']",come hungri leav happi stuf
0,"['servic', 'give', 'star']",servic give star
1,"['assur', 'wont', 'disappoint']",assur wont disappoint
0,"['take', 'littl', 'bad', 'servic', 'food', 'suck']",take littl bad servic food suck
0,"['gave', 'tri', 'eat', 'crust', 'teeth', 'still', 'sore']",gave tri eat crust teeth still sore
0,"['complet', 'gross']",complet gross
1,"['realli', 'enjoy', 'eat']",realli enjoy eat
1,"['first', 'time', 'go', 'think', 'quickli', 'becom', 'regular']",first time go think quickli becom regular
1,"['server', 'nice', 'even', 'though', 'look', 'littl', 'overwhelm', 'need', 'stay', 'profession', 'friendli', 'end']",server nice even though look littl overwhelm need stay profession friendli end
1,"['dinner', 'companion', 'told', 'meeveryth', 'fresh', 'nice', 'textur', 'tast']",dinner companion told meeveryth fresh nice textur tast
0,"['ground', 'right', 'next', 'tabl', 'larg', 'smear', 'beensteppedinandtrackedeverywher', 'pile', 'green', 'bird', 'poop']",ground right next tabl larg smear beensteppedinandtrackedeverywher pile green bird poop
0,"['furthermor', 'cant', 'even', 'find', 'hour', 'oper', 'websit']",furthermor cant even find hour oper websit
0,"['weve', 'tri', 'like', 'place', 'time', 'think', 'done']",weve tri like place time think done
0,['mistak'],mistak
1,['complaint'],complaint
1,"['serious', 'good', 'pizza', 'im', 'expertconnisseur', 'topic']",serious good pizza im expertconnisseur topic
0,"['waiter', 'jerk']",waiter jerk
0,"['strike', 'want', 'rush']",strike want rush
1,"['nicest', 'restaur', 'owner', 'ive', 'ever', 'come', 'across']",nicest restaur owner ive ever come across
0,"['never', 'come']",never come
1,"['love', 'biscuit']",love biscuit
1,"['servic', 'quick', 'friendli']",servic quick friendli
0,"['order', 'appet', 'took', 'minut', 'pizza', 'anoth', 'minut']",order appet took minut pizza anoth minut
1,"['absolutley', 'fantast']",absolutley fantast
0,"['huge', 'awkward', 'lb', 'piec', 'cow', 'th', 'gristl', 'fat']",huge awkward lb piec cow th gristl fat
1,"['definit', 'come', 'back']",definit come back
1,"['like', 'steiner', 'dark', 'feel', 'like', 'bar']",like steiner dark feel like bar
1,"['wow', 'spici', 'delici']",wow spici delici
1,"['your', 'familiar', 'check']",your familiar check
0,"['ill', 'take', 'busi', 'dinner', 'dollar', 'elsewher']",ill take busi dinner dollar elsewher
1,"['id', 'love', 'go', 'back']",id love go back
1,"['anyway', 'fs', 'restaur', 'wonder', 'breakfastlunch']",anyway fs restaur wonder breakfastlunch
0,"['noth', 'special']",noth special
1,"['day', 'week', 'differ', 'deal', 'delici']",day week differ deal delici
1,"['mention', 'combin', 'pear', 'almond', 'bacon', 'big', 'winner']",mention combin pear almond bacon big winner
0,['back'],back
0,"['sauc', 'tasteless']",sauc tasteless
1,"['food', 'delici', 'spici', 'enough', 'sure', 'ask', 'spicier', 'prefer', 'way']",food delici spici enough sure ask spicier prefer way
1,"['ribey', 'steak', 'cook', 'perfectli', 'great', 'mesquit', 'flavor']",ribey steak cook perfectli great mesquit flavor
0,"['dont', 'think', 'well', 'go', 'back', 'anytim', 'soon']",dont think well go back anytim soon
1,"['food', 'gooodd']",food gooodd
0,"['far', 'sushi', 'connoisseur', 'definit', 'tell', 'differ', 'good', 'food', 'bad', 'food', 'certainli', 'bad', 'food']",far sushi connoisseur definit tell differ good food bad food certainli bad food
0,['insult'],insult
0,"['last', 'time', 'lunch', 'bad']",last time lunch bad
0,"['chicken', 'wing', 'contain', 'driest', 'chicken', 'meat', 'ever', 'eaten']",chicken wing contain driest chicken meat ever eaten
1,"['food', 'good', 'enjoy', 'everi', 'mouth', 'enjoy', 'relax', 'venu', 'coupl', 'small', 'famili', 'group', 'etc']",food good enjoy everi mouth enjoy relax venu coupl small famili group etc
1,"['nargil', 'think', 'great']",nargil think great
1,"['best', 'tater', 'tot', 'southwest']",best tater tot southwest
1,"['love', 'place']",love place
0,"['definit', 'worth', 'paid']",definit worth paid
1,"['vanilla', 'ice', 'cream', 'creami', 'smooth', 'profiterol', 'choux', 'pastri', 'fresh', 'enough']",vanilla ice cream creami smooth profiterol choux pastri fresh enough
1,"['im', 'az', 'time', 'new', 'spot']",im az time new spot
0,"['manag', 'worst']",manag worst
1,"['insid', 'realli', 'quit', 'nice', 'clean']",insid realli quit nice clean
1,"['food', 'outstand', 'price', 'reason']",food outstand price reason
0,"['dont', 'think', 'ill', 'run', 'back', 'carli', 'anytim', 'soon', 'food']",dont think ill run back carli anytim soon food
0,"['due', 'fact', 'took', 'minut', 'acknowledg', 'anoth', 'minut', 'get', 'foodand', 'kept', 'forget', 'thing']",due fact took minut acknowledg anoth minut get foodand kept forget thing
1,"['love', 'margarita']",love margarita
1,"['first', 'vega', 'buffet', 'disappoint']",first vega buffet disappoint
1,"['good', 'though']",good though
0,"['one', 'note', 'ventil', 'could', 'use', 'upgrad']",one note ventil could use upgrad
1,"['great', 'pork', 'sandwich']",great pork sandwich
0,"['dont', 'wast', 'time']",dont wast time
0,"['total', 'letdown', 'would', 'much', 'rather', 'go', 'camelback', 'flower', 'shop', 'cartel', 'coffe']",total letdown would much rather go camelback flower shop cartel coffe
0,"['third', 'chees', 'friend', 'burger', 'cold']",third chees friend burger cold
1,"['enjoy', 'pizza', 'brunch']",enjoy pizza brunch
1,"['steak', 'well', 'trim', 'also', 'perfectli', 'cook']",steak well trim also perfectli cook
1,"['group', 'claim', 'would', 'handl', 'us', 'beauti']",group claim would handl us beauti
1,['love'],love
0,"['ask', 'bill', 'leav', 'without', 'eat', 'didnt', 'bring', 'either']",ask bill leav without eat didnt bring either
1,"['place', 'jewel', 'la', 'vega', 'exactli', 'ive', 'hope', 'find', 'nearli', 'ten', 'year', 'live']",place jewel la vega exactli ive hope find nearli ten year live
0,"['seafood', 'limit', 'boil', 'shrimp', 'crab', 'leg', 'crab', 'leg', 'definit', 'tast', 'fresh']",seafood limit boil shrimp crab leg crab leg definit tast fresh
0,"['select', 'food', 'best']",select food best
1,"['delici', 'absolut', 'back']",delici absolut back
1,"['isnt', 'small', 'famili', 'restaur', 'fine', 'dine', 'establish']",isnt small famili restaur fine dine establish
1,"['toro', 'tartar', 'cavier', 'extraordinari', 'like', 'thinli', 'slice', 'wagyu', 'white', 'truffl']",toro tartar cavier extraordinari like thinli slice wagyu white truffl
0,"['dont', 'think', 'back', 'long', 'time']",dont think back long time
0,"['attach', 'ga', 'station', 'rare', 'good', 'sign']",attach ga station rare good sign
1,['awesom'],awesom
1,"['back', 'mani', 'time', 'soon']",back mani time soon
1,"['menu', 'much', 'good', 'stuff', 'could', 'decid']",menu much good stuff could decid
0,"['wors', 'humili', 'worker', 'right', 'front', 'mebunch', 'horribl', 'name', 'call']",wors humili worker right front mebunch horribl name call
1,"['conclus', 'fill', 'meal']",conclus fill meal
1,"['daili', 'special', 'alway', 'hit', 'group']",daili special alway hit group
0,"['tragedi', 'struck']",tragedi struck
1,"['pancak', 'also', 'realli', 'good', 'pretti', 'larg']",pancak also realli good pretti larg
1,"['first', 'crawfish', 'experi', 'delici']",first crawfish experi delici
1,"['monster', 'chicken', 'fri', 'steak', 'egg', 'time', 'favorit']",monster chicken fri steak egg time favorit
